,preprocessed_name,INSTNM,CITY_y,STABBR
2269,alaskacareercollege,Alaska Career College,Anchorage,AK
3044,alaskachristiancollege,Alaska Christian College,Soldotna,AK
3323,alabamaschoolnailtechnologycosmetology,Alabama School of Nail Technology & Cosmetology,Jackson,AL
2259,coastalalabamacommunitycollege,Coastal Alabama Community College,Bay Minette,AL
2260,georgecwallacestatecommunitycollegehanceville,George C Wallace State Community College-Hanceville,Hanceville,AL
2264,hcouncilltrenholmstatecommunitycollege,H Councill Trenholm State Community College,Montgomery,AL
2261,jfingramstatetechnicalcollege,J F Ingram State Technical College,Deatsville,AL
2262,johnccalhounstatecommunitycollege,John C Calhoun State Community College,Tanner,AL
2263,lawsonstatecommunitycollege,Lawson State Community College,Birmingham,AL
3112,paulmitchellschoolbirmingham,Paul Mitchell the School-Birmingham,Hoover,AL
2977,paulmitchellschoolhuntsville,Paul Mitchell the School-Huntsville,Madison,AL
2265,unitedstatessportsacademy,United States Sports Academy,Daphne,AL
3220,universityacademyhairdesign,University Academy of Hair Design,Tuscaloosa,AL
2258,universityalabama,The University of Alabama,Tuscaloosa,AL
2283,arkansasstateuniversity,Arkansas State University,Jonesboro,AR
2266,arkansasstateuniversitythreerivers,Arkansas State University Three Rivers,Malvern,AR
2284,baptisthealthcollegelittlerock,Baptist Health College Little Rock,Little Rock,AR
3063,ecclesiacollege,Ecclesia College,Springdale,AR
2285,jeffersonregionalmedicalcenterschoolnursing,Jefferson Regional Medical Center School of Nursing,Pine Bluff,AR
2287,paulmitchellschoolarkansas,Paul Mitchell the School-Arkansas,Fayetteville,AR
2268,philandersmithcollege,Philander Smith College,Little Rock,AR
2286,phillipscommunitycollegeuniversityarkansas,Phillips Community College of the University of Arkansas,Helena,AR
2288,southernarkansasuniversitymaincampus,Southern Arkansas University Main Campus,Magnolia,AR
2289,southernarkansasuniversitytech,Southern Arkansas University Tech,Camden,AR
2282,universityarkansas,University of Arkansas,Fayetteville,AR
2267,universityarkansascommunitycollegemorrilton,University of Arkansas Community College-Morrilton,Morrilton,AR
3055,americanintercontinentaluniversity,American InterContinental University,Chandler,AZ
2271,arizonastateuniversitycampusimmersion,Arizona State University Campus Immersion,Tempe,AZ
3266,arizonastateuniversitydigitalimmersion,Arizona State University Digital Immersion,Scottsdale,AZ
2275,avalonschoolcosmetologymesa,Avalon School of Cosmetology-Mesa,Mesa,AZ
3198,avalonschoolcosmetologyphoenix,Avalon School of Cosmetology-Phoenix,Phoenix,AZ
3109,chamberlainuniversityarizona,Chamberlain University-Arizona,Phoenix,AZ
2272,cochisecountycommunitycollegedistrict,Cochise County Community College District,Sierra Vista,AZ
2905,conservatoryrecordingartssciences,Conservatory of Recording Arts and Sciences,Tempe,AZ
3248,devryuniversityarizona,DeVry University-Arizona,Phoenix,AZ
2276,embryriddleaeronauticaluniversityprescott,Embry-Riddle Aeronautical University-Prescott,Prescott,AZ
3065,empirebeautyschoolavondale,Empire Beauty School-Avondale,Avondale,AZ
2274,empirebeautyschoolchandler,Empire Beauty School-Chandler,Chandler,AZ
2273,empirebeautyschoolflagstaff,Empire Beauty School-Flagstaff,Flagstaff,AZ
2281,empirebeautyschoolnwphoenix,Empire Beauty School-NW Phoenix,Phoenix,AZ
2270,empirebeautyschooltucson,Empire Beauty School-Tucson,Tucson,AZ
2277,gatewaycommunitycollege,GateWay Community College,Phoenix,AZ
2894,gatewaycommunitycollegecentralcity,GateWay Community College-Central City,Phoenix,AZ
3376,indianbiblecollege,Indian Bible College,Flagstaff,AZ
3003,midwesternuniversityglendale,Midwestern University-Glendale,Glendale,AZ
2278,ottawauniversityphoenix,Ottawa University-Phoenix,Phoenix,AZ
3191,ottawauniversitysurprise,Ottawa University-Surprise,Surprise,AZ
3155,paulmitchellschoolphoenix,Paul Mitchell the School-Phoenix,Phoenix,AZ
3068,phoenixinstituteherbalmedicineacupuncture,Phoenix Institute of Herbal Medicine & Acupuncture,Phoenix,AZ
2279,refrigerationschoolinc,Refrigeration School Inc,Phoenix,AZ
2280,riosaladocollege,Rio Salado College,Tempe,AZ
3318,sonorandesertinstitute,Sonoran Desert Institute,Tempe,AZ
2994,southwestcollegenaturopathicmedicinehealthsciences,Southwest College of Naturopathic Medicine & Health Sciences,Tempe,AZ
3310,universityarizonasierravista,University of Arizona-Sierra Vista,Sierra Vista,AZ
3280,universityphoenixarizona,University of Phoenix-Arizona,Phoenix,AZ
3372,westernmaricopaeducationcenter,Western Maricopa Education Center,Glendale,AZ
3369,xtylobeautycollege,Xtylo Beauty College,Phoenix,AZ
3317,abrahamlincolnuniversity,Abraham Lincoln University,Glendale,CA
2290,academyartuniversity,Academy of Art University,San Francisco,CA
2950,advancebeautycollege,Advance Beauty College,Garden Grove,CA
3230,advancedcareerinstitute,Advanced Career Institute,Visalia,CA
3316,alhambramedicaluniversity,Alhambra Medical University,Alhambra,CA
2291,americanacademydramaticartslosangeles,American Academy of Dramatic Arts-Los Angeles,Los Angeles,CA
2292,americanfilminstituteconservatory,American Film Institute Conservatory,Los Angeles,CA
2318,americanjewishuniversity,American Jewish University,Los Angeles,CA
2949,asianamericaninternationalbeautycollege,Asian-American International Beauty College,Westminster,CA
3335,baldyviewregionaloccupationalprogram,Baldy View Regional Occupational Program,Ontario,CA
3078,beaumontadultschool,Beaumont Adult School,Beaumont,CA
2293,bellusacademychulavista,Bellus Academy-Chula Vista,Chula Vista,CA
2317,bellusacademyelcajon,Bellus Academy-El Cajon,El Cajon,CA
2940,bellusacademypoway,Bellus Academy-Poway,Poway,CA
2903,bethelseminarysandiego,Bethel Seminary-San Diego,San Diego,CA
3133,beyond21stcenturybeautyacademy,Beyond 21st Century Beauty Academy,Santa Fe Springs,CA
3314,buttecountyregionaloccupationalprogram,Butte County Regional Occupational Program,Chico,CA
3017,californiaaeronauticaluniversity,California Aeronautical University,Bakersfield,CA
3375,californiaindiannationscollege,California Indian Nations College,Palm Desert,CA
3312,californiainstituteadvancedmanagement,California Institute of Advanced Management,Alhambra,CA
3293,californiaintercontinentaluniversity,California Intercontinental University,Irvine,CA
3299,californiajazzconservatory,California Jazz Conservatory,Berkeley,CA
2294,californiapolytechnicstateuniversitysanluisobispo,California Polytechnic State University-San Luis Obispo,San Luis Obispo,CA
2296,californiastateuniversitymaritimeacademy,California State University Maritime Academy,Vallejo,CA
3384,californiauniversitysciencemedicine,California University of Science and Medicine,Colton,CA
3027,cbdcollege,CBD College,Los Angeles,CA
2297,cerrocosocommunitycollege,Cerro Coso Community College,Ridgecrest,CA
3329,chamberlainuniversitycalifornia,Chamberlain University-California,Rancho Cordova,CA
2333,charlesajonescareereducationcenter,Charles A Jones Career and Education Center,Sacramento,CA
2298,charlesrdrewuniversitymedicinescience,Charles R Drew University of Medicine and Science,Los Angeles,CA
2300,citrusheightsbeautycollege,Citrus Heights Beauty College,Citrus Heights,CA
2301,claremontgraduateuniversity,Claremont Graduate University,Claremont,CA
3320,claremontlincolnuniversity,Claremont Lincoln University,Claremont,CA
3326,cloviscommunitycollege,Clovis Community College,Fresno,CA
2302,columbiacollege,Columbia College,Sonora,CA
2299,concordiauniversityirvine,Concordia University-Irvine,Irvine,CA
2303,cuestacollege,Cuesta College,San Luis Obispo,CA
2304,dellarteinternationalschoolphysicaltheatre,Dell'Arte International School of Physical Theatre,Blue Lake,CA
2305,designinstitutesandiego,Design Institute of San Diego,San Diego,CA
3249,devryuniversitycalifornia,DeVry University-California,Ontario,CA
2306,dominicanschoolphilosophytheology,Dominican School of Philosophy & Theology,Berkeley,CA
2307,elcaminocommunitycollegedistrict,El Camino Community College District,Torrance,CA
2308,empirecollege,Empire College,Santa Rosa,CA
2337,epicbiblecollege,Epic Bible College,Sacramento,CA
3267,fabschool,The Fab School,Rancho Cucamonga,CA
2311,featherrivercommunitycollegedistrict,Feather River Community College District,Quincy,CA
2309,fidmfashioninstitutedesignmerchandisinglosangeles,FIDM-Fashion Institute of Design & Merchandising-Los Angeles,Los Angeles,CA
2310,fidmfashioninstitutedesignmerchandisingsanfrancisco,FIDM-Fashion Institute of Design & Merchandising-San Francisco,San Francisco,CA
2312,fieldinggraduateuniversity,Fielding Graduate University,Santa Barbara,CA
3215,flairbeautycollege,Flair Beauty College,Valencia,CA
2313,franciscanschooltheology,Franciscan School of Theology,San Diego,CA
2314,fredrickcharlesbeautycollege,Fredrick and Charles Beauty College,Eureka,CA
2315,glendalecommunitycollege,Glendale Community College,Glendale,CA
2316,hartnellcollege,Hartnell College,Salinas,CA
3345,icohscollege,ICOHS College,San Diego,CA
3035,irellmanellagraduateschoolbiologicalsciencescityhope,Irell & Manella Graduate School of Biological Sciences at City of Hope,Duarte,CA
3189,johnpaulgreatcatholicuniversity,John Paul the Great Catholic University,Escondido,CA
3030,keckgraduateinstitute,Keck Graduate Institute,Claremont,CA
3274,lawrencecompanycollegecosmetology,Lawrence & Company College of Cosmetology,Selma,CA
2319,lifepacificuniversity,Life Pacific University,San Dimas,CA
2321,lurossacademy,Lu Ross Academy,Ventura,CA
2970,marianhealthcareerscenterlosangelescampus,Marian Health Careers Center-Los Angeles Campus,Los Angeles,CA
3203,marianhealthcareerscentervannuyscampus,Marian Health Careers Center-Van Nuys Campus,Van Nuys,CA
3114,mayfieldcollege,Mayfield College,Cathedral City,CA
2322,mercedcollege,Merced College,Merced,CA
3348,meridianuniversity,Meridian University,Petaluma,CA
2923,mtdiabloadulteducationmtdiablousd,Mt. Diablo Adult Education-Mt. Diablo USD,Concord,CA
2323,mtsanantoniocollege,Mt San Antonio College,Walnut,CA
2324,mtsanjacintocommunitycollegedistrict,Mt San Jacinto Community College District,San Jacinto,CA
3124,nationalcareercollege,National Career College,Panorama City,CA
3047,ntmatrainingcenterssoutherncalifornia,NTMA Training Centers of Southern California,Santa Fe Springs,CA
2325,otiscollegeartdesign,Otis College of Art and Design,Los Angeles,CA
2326,palomarcollege,Palomar College,San Marcos,CA
2328,pardeerandgraduateschool,Pardee RAND Graduate School,Santa Monica,CA
3383,pathwayscollege,Pathways College,Pasadena,CA
3040,paulmitchellschoolcostamesa,Paul Mitchell the School-Costa Mesa,Costa Mesa,CA
3157,paulmitchellschoolfresno,Paul Mitchell the School-Fresno,Fresno,CA
3156,paulmitchellschoolmodesto,Paul Mitchell the School-Modesto,Modesto,CA
3115,paulmitchellschoolpasadena,Paul Mitchell the School-Pasadena,Pasadena,CA
3378,paulmitchellschoolrenonorthtahoe,Paul Mitchell the School-Reno-North Tahoe,Truckee,CA
3085,paulmitchellschoolsandiego,Paul Mitchell the School-San Diego,San Diego,CA
3087,paulmitchellschoolshermanoaks,Paul Mitchell the School-Sherman Oaks,Sherman Oaks,CA
2327,plattcollegesandiego,Platt College-San Diego,San Diego,CA
2925,pomonaunifiedschooldistrictadultcareereducation,Pomona Unified School District Adult and Career Education,Pomona,CA
3298,presidiograduateschool,Presidio Graduate School,San Francisco,CA
3351,princessinstitutebeauty,Princess Institute of Beauty,Reedley,CA
3123,providencechristiancollege,Providence Christian College,Pasadena,CA
3334,regancareerinstitute,Regan Career Institute,El Monte,CA
3354,reissdavisgraduateschool,Reiss-Davis Graduate School,Los Angeles,CA
3217,riversidecountyofficeeducationschoolcareereducation,Riverside County Office of Education-School of Career Education,Riverside,CA
2329,samuelmerrittuniversity,Samuel Merritt University,Oakland,CA
2330,sandiegomiramarcollege,San Diego Miramar College,San Diego,CA
3241,sanfordburnhamprebysmedicaldiscoveryinstitute,Sanford Burnham Prebys Medical Discovery Institute,La Jolla,CA
2331,sanfranciscoartinstitute,San Francisco Art Institute,San Francisco,CA
2295,sofiauniversity,Sofia University,Palo Alto,CA
2334,southbaylouniversity,South Baylo University,Anaheim,CA
2335,southcoastcollege,South Coast College,Orange,CA
2320,southerncaliforniauniversityhealthsciences,Southern California University of Health Sciences,Whittier,CA
2336,starrkingschoolforministry,Starr King School for the Ministry,Oakland,CA
3294,theatrearts,Theatre of Arts,Hollywood,CA
2332,trinitylawschool,Trinity Law School,Santa Ana,CA
3322,universitypeople,University of the People,Pasadena,CA
3281,universityphoenixcalifornia,University of Phoenix-California,Ontario,CA
2919,universitystaugustineforhealthsciences,University of St. Augustine for Health Sciences,San Marcos,CA
3346,urbanbarbercollege,Urban Barber College,Concord,CA
3333,westcliffuniversity,Westcliff University,Irvine,CA
3331,westcoastuniversitycenterforgraduatestudies,West Coast University-Center for Graduate Studies,Los Angeles,CA
3048,westcoastuniversitylosangeles,West Coast University-Los Angeles,North Hollywood,CA
3142,westcoastuniversityontario,West Coast University-Ontario,Ontario,CA
3141,westcoastuniversityorangecounty,West Coast University-Orange County,Anaheim,CA
3093,augusteescoffierschoolculinaryartsboulder,Auguste Escoffier School of Culinary Arts-Boulder,Boulder,CO
2926,avalonschoolcosmetologyaurora,Avalon School of Cosmetology-Aurora,Aurora,CO
2339,coloradostateuniversityfortcollins,Colorado State University-Fort Collins,Fort Collins,CO
3223,coloradostateuniversityglobalcampus,Colorado State University-Global Campus,Aurora,CO
2340,coloradotechnicaluniversitycoloradosprings,Colorado Technical University-Colorado Springs,Colorado Springs,CO
2343,denverseminary,Denver Seminary,Littleton,CO
3250,devryuniversitycolorado,DeVry University-Colorado,Westminster,CO
3067,empirebeautyschoolaurora,Empire Beauty School-Aurora,Aurora,CO
3066,empirebeautyschoollittleton,Empire Beauty School-Littleton,Littleton,CO
2347,empirebeautyschoolthornton,Empire Beauty School-Thornton,Thornton,CO
2344,iliffschooltheology,Iliff School of Theology,Denver,CO
2345,internationalsalonspaacademy,International Salon and Spa Academy,Colorado Springs,CO
2342,lincolncollegetechnologydenver,Lincoln College of Technology-Denver,Denver,CO
2346,nazarenebiblecollege,Nazarene Bible College,Colorado Springs,CO
3158,paulmitchellschoolcoloradosprings,Paul Mitchell the School-Colorado Springs,Colorado Springs,CO
3246,paulmitchellschooldenver,Paul Mitchell the School-Denver,Lakewood,CO
2901,plattcollegeaurora,Platt College-Aurora,Aurora,CO
3022,southwestacupuncturecollegeboulder,Southwest Acupuncture College-Boulder,Boulder,CO
3113,taftuniversitysystem,Taft University System,Lakewood,CO
2341,technicalcollegerockies,Technical College of the Rockies,Delta,CO
2338,universitycoloradodenveranschutzmedicalcampus,University of Colorado Denver/Anschutz Medical Campus,Denver,CO
2348,westerncoloradouniversity,Western Colorado University,Gunnison,CO
2349,charteroakstatecollege,Charter Oak State College,New Britain,CT
2350,goodwinuniversity,Goodwin University,East Hartford,CT
2354,hartfordseminary,Hartford Seminary,Hartford,CT
2356,holyapostlescollegeseminary,Holy Apostles College and Seminary,Cromwell,CT
2351,lincolntechnicalinstituteeastwindsor,Lincoln Technical Institute-East Windsor,East Windsor,CT
2358,lincolntechnicalinstitutenewbritain,Lincoln Technical Institute-New Britain,New Britain,CT
3062,lincolntechnicalinstituteshelton,Lincoln Technical Institute-Shelton,Shelton,CT
2357,middlesexcommunitycollege,Middlesex Community College,Middletown,CT
2359,paiercollegeartinc,Paier College of Art Inc,Hamden,CT
2352,paulmitchellschoolnorthhaven,Paul Mitchell the School-North Haven,North Haven,CT
2353,rensselaerhartford,Rensselaer at Hartford,Hartford,CT
2360,sacredheartuniversity,Sacred Heart University,Fairfield,CT
3073,stoneacademyeasthartford,Stone Academy-East Hartford,East Hartford,CT
2973,stoneacademywaterbury,Stone Academy-Waterbury,Waterbury,CT
2361,stoneacademywesthaven,Stone Academy-West Haven,West Haven,CT
3024,universityconnecticutaverypoint,University of Connecticut-Avery Point,Groton,CT
3190,universityconnecticuthartfordcampus,University of Connecticut-Hartford Campus,Hartford,CT
3023,universityconnecticutwaterburycampus,University of Connecticut-Waterbury Campus,Waterbury,CT
2355,universityhartford,University of Hartford,West Hartford,CT
2364,nationalconservatorydramaticarts,National Conservatory of Dramatic Arts,Washington,DC
2907,universitydistrictcolumbiadavidaclarkeschoollaw,University of the District of Columbia-David A Clarke School of Law,Washington,DC
2362,delawarestateuniversity,Delaware State University,Dover,DE
3159,paulmitchellschooldelaware,Paul Mitchell the School-Delaware,Newark,DE
2363,universitydelaware,University of Delaware,Newark,DE
3095,academyforfiveelementacupuncture,Academy for Five Element Acupuncture,Gainesville,FL
2369,adventhealthuniversity,AdventHealth University,Orlando,FL
3291,apariciolevytechnicalcollege,Aparicio-Levy Technical College,Tampa,FL
3041,avemariaschoollaw,Ave Maria School of Law,Naples,FL
2946,beaconcollege,Beacon College,Leesburg,FL
2383,benescareeracademy,Bene's Career Academy,New Port Richey,FL
3131,chamberlainuniversityflorida,Chamberlain University-Florida,Jacksonville,FL
2366,charlottetechnicalcollege,Charlotte Technical College,Port Charlotte,FL
2370,collegefloridakeys,The College of the Florida Keys,Key West,FL
3251,devryuniversityflorida,DeVry University-Florida,Miramar,FL
3079,dragonrisescollegeorientalmedicine,Dragon Rises College of Oriental Medicine,Gainesville,FL
3028,eastwestcollegenaturalmedicine,East West College of Natural Medicine,Sarasota,FL
2367,embryriddleaeronauticaluniversitydaytonabeach,Embry-Riddle Aeronautical University-Daytona Beach,Daytona Beach,FL
3005,embryriddleaeronauticaluniversityworldwide,Embry-Riddle Aeronautical University-Worldwide,Daytona Beach,FL
3344,empirebeautyschoollakeland,Empire Beauty School-Lakeland,Lakeland,FL
3343,empirebeautyschooltampa,Empire Beauty School-Tampa,Tampa,FL
3153,empirebeautyschoolwestpalm,Empire Beauty School-West Palm,West Palm Beach,FL
2368,flaglercollege,Flagler College,Saint Augustine,FL
3234,floridainstitutetechnologyonline,Florida Institute of Technology-Online,Melbourne,FL
2967,floridanationaluniversitymaincampus,Florida National University-Main Campus,Hialeah,FL
2365,johnsonuniversityflorida,Johnson University Florida,Kissimmee,FL
3182,millenniaatlanticuniversity,Millennia Atlantic University,Doral,FL
2941,nationalaviationacademytampabay,National Aviation Academy of Tampa Bay,Clearwater,FL
3001,newprofessionstechnicalinstitute,New Professions Technical Institute,Miami,FL
2373,northfloridacollege,North Florida College,Madison,FL
3069,northfloridacosmetologyinstitute,North Florida Cosmetology Institute,Tallahassee,FL
3379,paulmitchellschoolfortlauderdale,Paul Mitchell the School-Fort Lauderdale,Plantation,FL
3207,paulmitchellschoolfortmyers,Paul Mitchell the School-Fort Myers,Fort Myers,FL
2372,paulmitchellschooljacksonville,Paul Mitchell the School-Jacksonville,Jacksonville,FL
3096,paulmitchellschoolmiami,Paul Mitchell the School-Miami,Miami,FL
3057,paulmitchellschoolorlando,Paul Mitchell the School-Orlando,Oviedo,FL
3084,paulmitchellschooltampa,Paul Mitchell the School-Tampa,Tampa,FL
2385,rasmussenuniversityflorida,Rasmussen University-Florida,Ocala,FL
3166,remingtoncollegeheathrowcampus,Remington College-Heathrow Campus,Lake Mary,FL
2375,ringlingcollegeartdesign,Ringling College of Art and Design,Sarasota,FL
2381,saintjohnsriverstatecollege,Saint Johns River State College,Palatka,FL
2374,saintvincentdepaulregionalseminary,Saint Vincent de Paul Regional Seminary,Boynton Beach,FL
2913,southerntechnicalcollege,Southern Technical College,Fort Myers,FL
2914,southerntechnicalcollege,Southern Technical College,Orlando,FL
2910,southfloridabiblecollegetheologicalseminary,South Florida Bible College and Theological Seminary,Deerfield Beach,FL
2371,statecollegefloridamanateesarasota,State College of Florida-Manatee-Sarasota,Bradenton,FL
2384,trinitycollegeflorida,Trinity College of Florida,Trinity,FL
3042,tulsaweldingschooljacksonville,Tulsa Welding School-Jacksonville,Jacksonville,FL
3043,tulsaweldingschooljacksonville,Tulsa Welding School-Jacksonville,Jacksonville,FL
3036,ultimatemedicalacademy,Ultimate Medical Academy,Clearwater,FL
3279,universityfloridaonline,University of Florida-Online,Gainesville,FL
3282,universityphoenixflorida,University of Phoenix-Florida,Miramar,FL
2382,universitysouthflorida,University of South Florida,Tampa,FL
3290,westcoastuniversitymiami,West Coast University-Miami,Doral,FL
2885,collegemicronesiafsm,College of Micronesia-FSM,Pohnpei,FM
3026,americanintercontinentaluniversityatlanta,American InterContinental University-Atlanta,Atlanta,GA
2386,andrewcollege,Andrew College,Cuthbert,GA
3211,chamberlainuniversitygeorgia,Chamberlain University-Georgia,Atlanta,GA
3252,devryuniversitygeorgia,DeVry University-Georgia,Decatur,GA
3309,emoryuniversityoxfordcollege,Emory University-Oxford College,Oxford,GA
3242,empirebeautyschoolaugusta,Empire Beauty School-Augusta,Augusta,GA
2754,empirebeautyschoolgwinnett,Empire Beauty School-Gwinnett,Lawrenceville,GA
3031,empirebeautyschoolkennesaw,Empire Beauty School-Kennesaw,Kennesaw,GA
3149,empirebeautyschoolmorrow,Empire Beauty School-Morrow,Morrow,GA
3302,empirebeautyschoolnorthlake,Empire Beauty School-Northlake,Atlanta,GA
3227,empirebeautyschoolsavannah,Empire Beauty School-Savannah,Savannah,GA
2387,georgiacareerinstitute,Georgia Career Institute,Conyers,GA
2388,georgiainstitutetechnologymaincampus,Georgia Institute of Technology-Main Campus,Atlanta,GA
3339,hoganinstitutecosmetologyesthetics,Hogan Institute of Cosmetology and Esthetics,Lilburn,GA
2389,interdenominationaltheologicalcenter,Interdenominational Theological Center,Atlanta,GA
3019,lincolncollegetechnologymarietta,Lincoln College of Technology-Marietta,Marietta,GA
2376,morehouseschoolmedicine,Morehouse School of Medicine,Atlanta,GA
3365,nationalamericanuniversitykingsbay,National American University-Kings Bay,Kings Bay,GA
2377,northgeorgiatechnicalcollege,North Georgia Technical College,Clarkesville,GA
3116,paulmitchellschoolatlanta,Paul Mitchell the School-Atlanta,Atlanta,GA
2378,piedmontuniversity,Piedmont University,Demorest,GA
3336,reformeduniversity,Reformed University,Lawrenceville,GA
2379,reinhardtuniversity,Reinhardt University,Waleska,GA
2990,rivertownschoolbeautybarberskincarenails,Rivertown School of Beauty Barber Skin Care and Nails,Columbus,GA
2380,savannahcollegeartdesign,Savannah College of Art and Design,Savannah,GA
2974,toniguyhairdressingacademyatlanta,Toni & Guy Hairdressing Academy-Atlanta,Marietta,GA
3283,universityphoenixgeorgia,University of Phoenix-Georgia,Atlanta,GA
2856,universityguam,University of Guam,Mangilao,GU
2821,brighamyounguniversityhawaii,Brigham Young University-Hawaii,Laie,HI
3373,makanaestheticswellnessacademy,Makana Esthetics Wellness Academy,Honolulu,HI
3178,paulmitchellschoolhonolulu,Paul Mitchell the School-Honolulu,Honolulu,HI
2390,universityhawaiimanoa,University of Hawaii at Manoa,Honolulu,HI
2993,universityphoenixhawaii,University of Phoenix-Hawaii,Kapolei,HI
3200,avedainstitutedesmoines,Aveda Institute-Des Moines,West Des Moines,IA
2425,briarcliffuniversity,Briar Cliff University,Sioux City,IA
2426,capricollegecedarrapids,Capri College-Cedar Rapids,Cedar Rapids,IA
2434,desmoinesuniversityosteopathicmedicalcenter,Des Moines University-Osteopathic Medical Center,Des Moines,IA
2427,dordtuniversity,Dordt University,Sioux Center,IA
2429,easterniowacommunitycollegedistrict,Eastern Iowa Community College District,Davenport,IA
2428,emmausbiblecollege,Emmaus Bible College,Dubuque,IA
2430,gracelanduniversitylamoni,Graceland University-Lamoni,Lamoni,IA
2915,mercystlukesschoolradiologictechnology,Mercy-St Luke's School of Radiologic Technology,Cedar Rapids,IA
2433,northeastiowacommunitycollege,Northeast Iowa Community College,Calmar,IA
2435,palmercollegechiropractic,Palmer College of Chiropractic,Davenport,IA
2436,stlukescollege,St Luke's College,Sioux City,IA
2431,unitypointhealthdesmoinesschoolradiologictechnology,UnityPoint Health-Des Moines School of Radiologic Technology,Des Moines,IA
2437,wartburgcollege,Wartburg College,Waverly,IA
2438,westerniowatechcommunitycollege,Western Iowa Tech Community College,Sioux City,IA
2392,avedainstitutetwinfalls,Aveda Institute-Twin Falls,Twin Falls,ID
2391,collegeeasternidaho,College of Eastern Idaho,Idaho Falls,ID
2902,paulmitchellschoolboise,Paul Mitchell the School-Boise,Boise,ID
3325,paulmitchellschoolnampa,Paul Mitchell the School-Nampa,Nampa,ID
3134,paulmitchellschooltwinfalls,Paul Mitchell the School-Twin Falls,TWIN FALLS,ID
2393,americanacademyart,American Academy of Art,Chicago,IL
3107,chamberlainuniversityillinois,Chamberlain University-Illinois,Addison,IL
2401,citycollegeschicagoharoldwashingtoncollege,City Colleges of Chicago-Harold Washington College,Chicago,IL
2399,citycollegeschicagoharrystrumancollege,City Colleges of Chicago-Harry S Truman College,Chicago,IL
2396,citycollegeschicagokennedykingcollege,City Colleges of Chicago-Kennedy-King College,Chicago,IL
2397,citycollegeschicagomalcolmxcollege,City Colleges of Chicago-Malcolm X College,Chicago,IL
2398,citycollegeschicagooliveharveycollege,City Colleges of Chicago-Olive-Harvey College,Chicago,IL
2400,citycollegeschicagorichardjdaleycollege,City Colleges of Chicago-Richard J Daley College,Chicago,IL
2402,citycollegeschicagowilburwrightcollege,City Colleges of Chicago-Wilbur Wright College,Chicago,IL
2403,concordiauniversitychicago,Concordia University-Chicago,River Forest,IL
2404,coynecollege,Coyne College,Chicago,IL
3273,creativetouchcosmetologyschool,Creative Touch Cosmetology School,Waterloo,IL
3253,devryuniversityillinois,DeVry University-Illinois,Chicago,IL
3244,empirebeautyschoolstonepark,Empire Beauty School-Stone Park,Stone Park,IL
3243,empirebeautyschoolvernonhills,Empire Beauty School-Vernon Hills,Vernon Hills,IL
2969,eriksoninstitute,Erikson Institute,Chicago,IL
2405,firstinstitutetravelinc,"First Institute of Travel, Inc.",Crystal Lake,IL
2951,frontiercommunitycollege,Frontier Community College,Fairfield,IL
2406,greenvilleuniversity,Greenville University,Greenville,IL
2947,heartlandcommunitycollege,Heartland Community College,Normal,IL
2409,lakeforestgraduateschoolmanagement,Lake Forest Graduate School of Management,Lake Forest,IL
2410,lakeviewcollegenursing,Lakeview College of Nursing,Danville,IL
2411,lincolncollegetechnologymelrosepark,Lincoln College of Technology-Melrose Park,Melrose Park,IL
2952,lincolntrailcollege,Lincoln Trail College,Robinson,IL
2415,methodistcollege,Methodist College,Peoria,IL
2395,midwesternuniversitydownersgrove,Midwestern University-Downers Grove,Downers Grove,IL
2416,nationaluniversityhealthsciences,National University of Health Sciences,Lombard,IL
2408,olneycentralcollege,Olney Central College,Olney,IL
2394,paulmitchellschoolbradley,Paul Mitchell the School-Bradley,Bourbonnais,IL
3143,paulmitchellschoolchicago,Paul Mitchell the School-Chicago,Chicago,IL
3268,paulmitchellschoollombard,Paul Mitchell the School-Lombard,Lombard,IL
3135,paulmitchellschoolnormal,Paul Mitchell the School-Normal,Normal,IL
3074,rasmussenuniversityillinois,Rasmussen University-Illinois,Rockford,IL
2407,rosalindfranklinuniversitymedicinescience,Rosalind Franklin University of Medicine and Science,North Chicago,IL
2417,saintfrancismedicalcentercollegenursing,Saint Francis Medical Center College of Nursing,Peoria,IL
3039,universityphoenixillinois,University of Phoenix-Illinois,Chicago,IL
2418,universityspacosmetologyarts,University of Spa & Cosmetology Arts,Springfield,IL
2953,wabashvalleycollege,Wabash Valley College,Mount Carmel,IL
2419,wheatoncollege,Wheaton College,Wheaton,IL
2920,alexandriaschoolscientifictherapeutics,Alexandria School of Scientific Therapeutics,Alexandria,IN
3082,americancollegeeducation,American College of Education,Indianapolis,IN
3212,chamberlainuniversityindiana,Chamberlain University-Indiana,Indianapolis,IN
2420,christiantheologicalseminary,Christian Theological Seminary,Indianapolis,IN
3254,devryuniversityindiana,DeVry University-Indiana,Merrillville,IN
2421,empirebeautyschoolindianapolis,Empire Beauty School-Indianapolis,Indianapolis,IN
3148,empirebeautyschoolspeedway,Empire Beauty School-Speedway,Speedway,IN
2412,gracecollegetheologicalseminary,Grace College and Theological Seminary,Winona Lake,IN
3360,indianainstitutetechnologycollegeprofessionalstudies,Indiana Institute of Technology-College of Professional Studies,Fort Wayne,IN
2413,jmichaelharroldbeautyacademy,J Michael Harrold Beauty Academy,Terre Haute,IN
2422,lincolncollegetechnologyindianapolis,Lincoln College of Technology-Indianapolis,Indianapolis,IN
